Enter Input Clock in MHZ
Enable boundary check? (y/n)
P	M	N	CLK
6 	 22 	 374 	 70.83333333333333 MHZ
6 	 22 	 375 	 71.02272727272727 MHZ
6 	 22 	 376 	 71.2121212121212 MHZ
6 	 22 	 377 	 71.40151515151516 MHZ
6 	 22 	 378 	 71.5909090909091 MHZ
6 	 22 	 379 	 71.78030303030303 MHZ
6 	 22 	 380 	 71.96969696969697 MHZ
6 	 23 	 192 	 34.78260869565217 MHZ
6 	 23 	 193 	 34.96376811594203 MHZ
6 	 23 	 194 	 35.14492753623188 MHZ
6 	 23 	 195 	 35.32608695652174 MHZ
6 	 23 	 196 	 35.507246376811594 MHZ
6 	 23 	 197 	 35.688405797101446 MHZ
6 	 23 	 198 	 35.869565217391305 MHZ
6 	 23 	 199 	 36.050724637681164 MHZ
6 	 23 	 200 	 36.231884057971016 MHZ
6 	 23 	 201 	 36.41304347826087 MHZ
6 	 23 	 202 	 36.594202898550726 MHZ
6 	 23 	 203 	 36.77536231884058 MHZ
6 	 23 	 204 	 36.95652173913043 MHZ
6 	 23 	 205 	 37.13768115942029 MHZ
6 	 23 	 206 	 37.31884057971015 MHZ
6 	 23 	 207 	 37.5 MHZ
6 	 23 	 208 	 37.68115942028985 MHZ
6 	 23 	 209 	 37.86231884057971 MHZ
6 	 23 	 210 	 38.04347826086957 MHZ
6 	 23 	 211 	 38.22463768115942 MHZ
6 	 23 	 212 	 38.405797101449274 MHZ
6 	 23 	 213 	 38.58695652173913 MHZ
6 	 23 	 214 	 38.768115942028984 MHZ
6 	 23 	 215 	 38.949275362318836 MHZ
6 	 23 	 216 	 39.130434782608695 MHZ
6 	 23 	 217 	 39.311594202898554 MHZ
6 	 23 	 218 	 39.492753623188406 MHZ
6 	 23 	 219 	 39.67391304347826 MHZ
6 	 23 	 220 	 39.85507246376812 MHZ
6 	 23 	 221 	 40.03623188405797 MHZ
6 	 23 	 222 	 40.21739130434783 MHZ
6 	 23 	 223 	 40.39855072463768 MHZ
6 	 23 	 224 	 40.57971014492754 MHZ
6 	 23 	 225 	 40.76086956521739 MHZ
6 	 23 	 226 	 40.94202898550724 MHZ
6 	 23 	 227 	 41.1231884057971 MHZ
6 	 23 	 228 	 41.30434782608696 MHZ
6 	 23 	 229 	 41.48550724637681 MHZ
6 	 23 	 230 	 41.666666666666664 MHZ
6 	 23 	 231 	 41.84782608695652 MHZ
6 	 23 	 232 	 42.028985507246375 MHZ
6 	 23 	 233 	 42.210144927536234 MHZ
6 	 23 	 234 	 42.391304347826086 MHZ
6 	 23 	 235 	 42.572463768115945 MHZ
6 	 23 	 236 	 42.753623188405804 MHZ
6 	 23 	 237 	 42.934782608695656 MHZ
6 	 23 	 238 	 43.11594202898551 MHZ
6 	 23 	 239 	 43.29710144927537 MHZ
6 	 23 	 240 	 43.47826086956522 MHZ
6 	 23 	 241 	 43.65942028985507 MHZ
6 	 23 	 242 	 43.84057971014493 MHZ
6 	 23 	 243 	 44.02173913043478 MHZ
6 	 23 	 244 	 44.20289855072463 MHZ
6 	 23 	 245 	 44.38405797101449 MHZ
6 	 23 	 246 	 44.565217391304344 MHZ
6 	 23 	 247 	 44.746376811594196 MHZ
6 	 23 	 248 	 44.92753623188406 MHZ
6 	 23 	 249 	 45.108695652173914 MHZ
6 	 23 	 250 	 45.28985507246377 MHZ
6 	 23 	 251 	 45.471014492753625 MHZ
6 	 23 	 252 	 45.65217391304348 MHZ
6 	 23 	 253 	 45.833333333333336 MHZ
6 	 23 	 254 	 46.01449275362319 MHZ
6 	 23 	 255 	 46.19565217391304 MHZ
6 	 23 	 256 	 46.3768115942029 MHZ
6 	 23 	 257 	 46.55797101449275 MHZ
6 	 23 	 258 	 46.7391304347826 MHZ
6 	 23 	 259 	 46.92028985507247 MHZ
6 	 23 	 260 	 47.10144927536232 MHZ
6 	 23 	 261 	 47.28260869565218 MHZ
6 	 23 	 262 	 47.46376811594203 MHZ
6 	 23 	 263 	 47.64492753623188 MHZ
6 	 23 	 264 	 47.82608695652174 MHZ
6 	 23 	 265 	 48.007246376811594 MHZ
6 	 23 	 266 	 48.188405797101446 MHZ
6 	 23 	 267 	 48.369565217391305 MHZ
6 	 23 	 268 	 48.55072463768116 MHZ
6 	 23 	 269 	 48.73188405797101 MHZ
6 	 23 	 270 	 48.91304347826087 MHZ
6 	 23 	 271 	 49.094202898550726 MHZ
6 	 23 	 272 	 49.275362318840585 MHZ
6 	 23 	 273 	 49.45652173913044 MHZ
6 	 23 	 274 	 49.63768115942029 MHZ
6 	 23 	 275 	 49.81884057971015 MHZ
6 	 23 	 276 	 50.0 MHZ
6 	 23 	 277 	 50.18115942028985 MHZ
6 	 23 	 278 	 50.36231884057971 MHZ
6 	 23 	 279 	 50.54347826086956 MHZ
6 	 23 	 280 	 50.724637681159415 MHZ
6 	 23 	 281 	 50.905797101449274 MHZ
6 	 23 	 282 	 51.08695652173913 MHZ
6 	 23 	 283 	 51.26811594202899 MHZ
6 	 23 	 284 	 51.44927536231884 MHZ
6 	 23 	 285 	 51.630434782608695 MHZ
6 	 23 	 286 	 51.811594202898554 MHZ
6 	 23 	 287 	 51.992753623188406 MHZ
6 	 23 	 288 	 52.17391304347826 MHZ
6 	 23 	 289 	 52.35507246376812 MHZ
6 	 23 	 290 	 52.53623188405797 MHZ
6 	 23 	 291 	 52.71739130434782 MHZ
6 	 23 	 292 	 52.89855072463768 MHZ
6 	 23 	 293 	 53.07971014492753 MHZ
6 	 23 	 294 	 53.2608695652174 MHZ
6 	 23 	 295 	 53.44202898550725 MHZ
6 	 23 	 296 	 53.6231884057971 MHZ
6 	 23 	 297 	 53.80434782608696 MHZ
6 	 23 	 298 	 53.98550724637681 MHZ
6 	 23 	 299 	 54.166666666666664 MHZ
6 	 23 	 300 	 54.34782608695652 MHZ
6 	 23 	 301 	 54.528985507246375 MHZ
6 	 23 	 302 	 54.71014492753623 MHZ
6 	 23 	 303 	 54.891304347826086 MHZ
6 	 23 	 304 	 55.07246376811594 MHZ
6 	 23 	 305 	 55.253623188405804 MHZ
6 	 23 	 306 	 55.434782608695656 MHZ
6 	 23 	 307 	 55.61594202898551 MHZ
6 	 23 	 308 	 55.79710144927537 MHZ
6 	 23 	 309 	 55.97826086956522 MHZ
6 	 23 	 310 	 56.15942028985507 MHZ
6 	 23 	 311 	 56.34057971014493 MHZ
6 	 23 	 312 	 56.52173913043478 MHZ
6 	 23 	 313 	 56.70289855072463 MHZ
6 	 23 	 314 	 56.88405797101449 MHZ
6 	 23 	 315 	 57.065217391304344 MHZ
6 	 23 	 316 	 57.246376811594196 MHZ
6 	 23 	 317 	 57.42753623188406 MHZ
6 	 23 	 318 	 57.608695652173914 MHZ
6 	 23 	 319 	 57.78985507246377 MHZ
6 	 23 	 320 	 57.971014492753625 MHZ
6 	 23 	 321 	 58.15217391304348 MHZ
6 	 23 	 322 	 58.333333333333336 MHZ
6 	 23 	 323 	 58.51449275362319 MHZ
6 	 23 	 324 	 58.69565217391304 MHZ
6 	 23 	 325 	 58.8768115942029 MHZ
6 	 23 	 326 	 59.05797101449275 MHZ
6 	 23 	 327 	 59.2391304347826 MHZ
6 	 23 	 328 	 59.42028985507247 MHZ
6 	 23 	 329 	 59.60144927536232 MHZ
6 	 23 	 330 	 59.78260869565218 MHZ
6 	 23 	 331 	 59.96376811594203 MHZ
6 	 23 	 332 	 60.14492753623188 MHZ
6 	 23 	 333 	 60.32608695652174 MHZ
6 	 23 	 334 	 60.507246376811594 MHZ
6 	 23 	 335 	 60.688405797101446 MHZ
6 	 23 	 336 	 60.869565217391305 MHZ
6 	 23 	 337 	 61.05072463768116 MHZ
6 	 23 	 338 	 61.23188405797101 MHZ
6 	 23 	 339 	 61.41304347826087 MHZ
6 	 23 	 340 	 61.594202898550726 MHZ
6 	 23 	 341 	 61.775362318840585 MHZ
6 	 23 	 342 	 61.95652173913044 MHZ
6 	 23 	 343 	 62.13768115942029 MHZ
6 	 23 	 344 	 62.31884057971015 MHZ
6 	 23 	 345 	 62.5 MHZ
6 	 23 	 346 	 62.68115942028985 MHZ
6 	 23 	 347 	 62.86231884057971 MHZ
6 	 23 	 348 	 63.04347826086956 MHZ
6 	 23 	 349 	 63.224637681159415 MHZ
6 	 23 	 350 	 63.405797101449274 MHZ
6 	 23 	 351 	 63.58695652173913 MHZ
6 	 23 	 352 	 63.76811594202899 MHZ
6 	 23 	 353 	 63.94927536231884 MHZ
6 	 23 	 354 	 64.1304347826087 MHZ
6 	 23 	 355 	 64.31159420289855 MHZ
6 	 23 	 356 	 64.4927536231884 MHZ
6 	 23 	 357 	 64.67391304347827 MHZ
6 	 23 	 358 	 64.85507246376811 MHZ
6 	 23 	 359 	 65.03623188405797 MHZ
6 	 23 	 360 	 65.21739130434783 MHZ
6 	 23 	 361 	 65.39855072463767 MHZ
6 	 23 	 362 	 65.57971014492753 MHZ
6 	 23 	 363 	 65.76086956521739 MHZ
6 	 23 	 364 	 65.94202898550725 MHZ
6 	 23 	 365 	 66.12318840579711 MHZ
6 	 23 	 366 	 66.30434782608695 MHZ
6 	 23 	 367 	 66.48550724637681 MHZ
6 	 23 	 368 	 66.66666666666667 MHZ
6 	 23 	 369 	 66.84782608695652 MHZ
6 	 23 	 370 	 67.02898550724638 MHZ
6 	 23 	 371 	 67.21014492753623 MHZ
6 	 23 	 372 	 67.39130434782608 MHZ
6 	 23 	 373 	 67.57246376811594 MHZ
6 	 23 	 374 	 67.7536231884058 MHZ
6 	 23 	 375 	 67.93478260869566 MHZ
6 	 23 	 376 	 68.11594202898551 MHZ
6 	 23 	 377 	 68.29710144927536 MHZ
6 	 23 	 378 	 68.47826086956522 MHZ
6 	 23 	 379 	 68.65942028985508 MHZ
6 	 23 	 380 	 68.84057971014492 MHZ
6 	 23 	 381 	 69.02173913043478 MHZ
6 	 23 	 382 	 69.20289855072464 MHZ
6 	 23 	 383 	 69.38405797101449 MHZ
6 	 23 	 384 	 69.56521739130434 MHZ
6 	 23 	 385 	 69.7463768115942 MHZ
6 	 23 	 386 	 69.92753623188406 MHZ
6 	 23 	 387 	 70.10869565217392 MHZ
6 	 23 	 388 	 70.28985507246377 MHZ
6 	 23 	 389 	 70.47101449275362 MHZ
6 	 23 	 390 	 70.65217391304348 MHZ
6 	 23 	 391 	 70.83333333333333 MHZ
6 	 23 	 392 	 71.01449275362319 MHZ
6 	 23 	 393 	 71.19565217391305 MHZ
6 	 23 	 394 	 71.37681159420289 MHZ
6 	 23 	 395 	 71.55797101449275 MHZ
6 	 23 	 396 	 71.73913043478261 MHZ
6 	 23 	 397 	 71.92028985507247 MHZ
6 	 24 	 192 	 33.333333333333336 MHZ
6 	 24 	 193 	 33.50694444444444 MHZ
6 	 24 	 194 	 33.68055555555556 MHZ
6 	 24 	 195 	 33.854166666666664 MHZ
6 	 24 	 196 	 34.02777777777778 MHZ
6 	 24 	 197 	 34.20138888888889 MHZ
6 	 24 	 198 	 34.375 MHZ
6 	 24 	 199 	 34.54861111111111 MHZ
6 	 24 	 200 	 34.72222222222222 MHZ
6 	 24 	 201 	 34.895833333333336 MHZ
6 	 24 	 202 	 35.06944444444444 MHZ
6 	 24 	 203 	 35.24305555555556 MHZ
6 	 24 	 204 	 35.416666666666664 MHZ
6 	 24 	 205 	 35.59027777777778 MHZ
6 	 24 	 206 	 35.76388888888889 MHZ
6 	 24 	 207 	 35.9375 MHZ
6 	 24 	 208 	 36.11111111111111 MHZ
6 	 24 	 209 	 36.28472222222222 MHZ
6 	 24 	 210 	 36.458333333333336 MHZ
6 	 24 	 211 	 36.63194444444444 MHZ
6 	 24 	 212 	 36.80555555555556 MHZ
6 	 24 	 213 	 36.979166666666664 MHZ
6 	 24 	 214 	 37.15277777777778 MHZ
6 	 24 	 215 	 37.32638888888889 MHZ
6 	 24 	 216 	 37.5 MHZ
6 	 24 	 217 	 37.67361111111111 MHZ
6 	 24 	 218 	 37.84722222222222 MHZ
6 	 24 	 219 	 38.020833333333336 MHZ
6 	 24 	 220 	 38.19444444444444 MHZ
6 	 24 	 221 	 38.36805555555556 MHZ
6 	 24 	 222 	 38.541666666666664 MHZ
6 	 24 	 223 	 38.71527777777778 MHZ
6 	 24 	 224 	 38.88888888888889 MHZ
6 	 24 	 225 	 39.0625 MHZ
6 	 24 	 226 	 39.23611111111111 MHZ
6 	 24 	 227 	 39.40972222222222 MHZ
6 	 24 	 228 	 39.583333333333336 MHZ
6 	 24 	 229 	 39.75694444444444 MHZ
6 	 24 	 230 	 39.93055555555556 MHZ
6 	 24 	 231 	 40.104166666666664 MHZ
6 	 24 	 232 	 40.27777777777778 MHZ
6 	 24 	 233 	 40.45138888888889 MHZ
6 	 24 	 234 	 40.625 MHZ
6 	 24 	 235 	 40.79861111111111 MHZ
6 	 24 	 236 	 40.97222222222222 MHZ
6 	 24 	 237 	 41.145833333333336 MHZ
6 	 24 	 238 	 41.31944444444444 MHZ
6 	 24 	 239 	 41.49305555555556 MHZ
6 	 24 	 240 	 41.666666666666664 MHZ
6 	 24 	 241 	 41.84027777777778 MHZ
6 	 24 	 242 	 42.01388888888889 MHZ
6 	 24 	 243 	 42.1875 MHZ
6 	 24 	 244 	 42.36111111111111 MHZ
6 	 24 	 245 	 42.53472222222222 MHZ
6 	 24 	 246 	 42.708333333333336 MHZ
6 	 24 	 247 	 42.88194444444445 MHZ
6 	 24 	 248 	 43.05555555555555 MHZ
6 	 24 	 249 	 43.229166666666664 MHZ
6 	 24 	 250 	 43.40277777777778 MHZ
6 	 24 	 251 	 43.576388888888886 MHZ
6 	 24 	 252 	 43.75 MHZ
6 	 24 	 253 	 43.923611111111114 MHZ
6 	 24 	 254 	 44.09722222222222 MHZ
6 	 24 	 255 	 44.270833333333336 MHZ
6 	 24 	 256 	 44.44444444444445 MHZ
6 	 24 	 257 	 44.61805555555555 MHZ
6 	 24 	 258 	 44.791666666666664 MHZ
6 	 24 	 259 	 44.96527777777778 MHZ
6 	 24 	 260 	 45.138888888888886 MHZ
6 	 24 	 261 	 45.3125 MHZ
6 	 24 	 262 	 45.486111111111114 MHZ
6 	 24 	 263 	 45.65972222222222 MHZ
6 	 24 	 264 	 45.833333333333336 MHZ
6 	 24 	 265 	 46.00694444444445 MHZ
6 	 24 	 266 	 46.18055555555555 MHZ
6 	 24 	 267 	 46.354166666666664 MHZ
6 	 24 	 268 	 46.52777777777778 MHZ
6 	 24 	 269 	 46.701388888888886 MHZ
6 	 24 	 270 	 46.875 MHZ
6 	 24 	 271 	 47.048611111111114 MHZ
6 	 24 	 272 	 47.22222222222222 MHZ
6 	 24 	 273 	 47.395833333333336 MHZ
6 	 24 	 274 	 47.56944444444445 MHZ
6 	 24 	 275 	 47.74305555555555 MHZ
6 	 24 	 276 	 47.916666666666664 MHZ
6 	 24 	 277 	 48.09027777777778 MHZ
6 	 24 	 278 	 48.263888888888886 MHZ
6 	 24 	 279 	 48.4375 MHZ
6 	 24 	 280 	 48.611111111111114 MHZ
6 	 24 	 281 	 48.78472222222222 MHZ
6 	 24 	 282 	 48.958333333333336 MHZ
6 	 24 	 283 	 49.13194444444445 MHZ
6 	 24 	 284 	 49.30555555555555 MHZ
6 	 24 	 285 	 49.479166666666664 MHZ
6 	 24 	 286 	 49.65277777777778 MHZ
6 	 24 	 287 	 49.826388888888886 MHZ
6 	 24 	 288 	 50.0 MHZ
6 	 24 	 289 	 50.173611111111114 MHZ
6 	 24 	 290 	 50.34722222222222 MHZ
6 	 24 	 291 	 50.520833333333336 MHZ
6 	 24 	 292 	 50.69444444444445 MHZ
6 	 24 	 293 	 50.86805555555555 MHZ
6 	 24 	 294 	 51.041666666666664 MHZ
6 	 24 	 295 	 51.21527777777778 MHZ
6 	 24 	 296 	 51.388888888888886 MHZ
6 	 24 	 297 	 51.5625 MHZ
6 	 24 	 298 	 51.736111111111114 MHZ
6 	 24 	 299 	 51.90972222222222 MHZ
6 	 24 	 300 	 52.083333333333336 MHZ
6 	 24 	 301 	 52.25694444444445 MHZ
6 	 24 	 302 	 52.43055555555555 MHZ
6 	 24 	 303 	 52.604166666666664 MHZ
6 	 24 	 304 	 52.77777777777778 MHZ
6 	 24 	 305 	 52.951388888888886 MHZ
6 	 24 	 306 	 53.125 MHZ
6 	 24 	 307 	 53.298611111111114 MHZ
6 	 24 	 308 	 53.47222222222222 MHZ
6 	 24 	 309 	 53.645833333333336 MHZ
6 	 24 	 310 	 53.81944444444445 MHZ
6 	 24 	 311 	 53.99305555555555 MHZ
6 	 24 	 312 	 54.166666666666664 MHZ
6 	 24 	 313 	 54.34027777777778 MHZ
6 	 24 	 314 	 54.513888888888886 MHZ
6 	 24 	 315 	 54.6875 MHZ
6 	 24 	 316 	 54.861111111111114 MHZ
6 	 24 	 317 	 55.03472222222222 MHZ
6 	 24 	 318 	 55.208333333333336 MHZ
6 	 24 	 319 	 55.38194444444445 MHZ
6 	 24 	 320 	 55.55555555555555 MHZ
6 	 24 	 321 	 55.729166666666664 MHZ
6 	 24 	 322 	 55.90277777777778 MHZ
6 	 24 	 323 	 56.076388888888886 MHZ
6 	 24 	 324 	 56.25 MHZ
6 	 24 	 325 	 56.423611111111114 MHZ
6 	 24 	 326 	 56.59722222222222 MHZ
6 	 24 	 327 	 56.770833333333336 MHZ
6 	 24 	 328 	 56.94444444444445 MHZ
6 	 24 	 329 	 57.11805555555555 MHZ
6 	 24 	 330 	 57.291666666666664 MHZ
6 	 24 	 331 	 57.46527777777778 MHZ
6 	 24 	 332 	 57.638888888888886 MHZ
6 	 24 	 333 	 57.8125 MHZ
6 	 24 	 334 	 57.986111111111114 MHZ
6 	 24 	 335 	 58.15972222222222 MHZ
6 	 24 	 336 	 58.333333333333336 MHZ
6 	 24 	 337 	 58.50694444444445 MHZ
6 	 24 	 338 	 58.68055555555555 MHZ
6 	 24 	 339 	 58.854166666666664 MHZ
6 	 24 	 340 	 59.02777777777778 MHZ
6 	 24 	 341 	 59.201388888888886 MHZ
6 	 24 	 342 	 59.375 MHZ
6 	 24 	 343 	 59.548611111111114 MHZ
6 	 24 	 344 	 59.72222222222222 MHZ
6 	 24 	 345 	 59.895833333333336 MHZ
6 	 24 	 346 	 60.06944444444445 MHZ
6 	 24 	 347 	 60.24305555555555 MHZ
6 	 24 	 348 	 60.416666666666664 MHZ
6 	 24 	 349 	 60.59027777777778 MHZ
6 	 24 	 350 	 60.763888888888886 MHZ
6 	 24 	 351 	 60.9375 MHZ
6 	 24 	 352 	 61.111111111111114 MHZ
6 	 24 	 353 	 61.28472222222222 MHZ
6 	 24 	 354 	 61.458333333333336 MHZ
6 	 24 	 355 	 61.63194444444445 MHZ
6 	 24 	 356 	 61.80555555555555 MHZ
6 	 24 	 357 	 61.979166666666664 MHZ
6 	 24 	 358 	 62.15277777777778 MHZ
6 	 24 	 359 	 62.326388888888886 MHZ
6 	 24 	 360 	 62.5 MHZ
6 	 24 	 361 	 62.673611111111114 MHZ
6 	 24 	 362 	 62.84722222222222 MHZ
6 	 24 	 363 	 63.020833333333336 MHZ
6 	 24 	 364 	 63.19444444444445 MHZ
6 	 24 	 365 	 63.36805555555555 MHZ
6 	 24 	 366 	 63.541666666666664 MHZ
6 	 24 	 367 	 63.71527777777778 MHZ
6 	 24 	 368 	 63.888888888888886 MHZ
6 	 24 	 369 	 64.0625 MHZ
6 	 24 	 370 	 64.23611111111111 MHZ
6 	 24 	 371 	 64.40972222222221 MHZ
6 	 24 	 372 	 64.58333333333333 MHZ
6 	 24 	 373 	 64.75694444444444 MHZ
6 	 24 	 374 	 64.93055555555556 MHZ
6 	 24 	 375 	 65.10416666666667 MHZ
6 	 24 	 376 	 65.27777777777779 MHZ
6 	 24 	 377 	 65.45138888888889 MHZ
6 	 24 	 378 	 65.625 MHZ
6 	 24 	 379 	 65.79861111111111 MHZ
6 	 24 	 380 	 65.97222222222221 MHZ
6 	 24 	 381 	 66.14583333333333 MHZ
6 	 24 	 382 	 66.31944444444444 MHZ
6 	 24 	 383 	 66.49305555555556 MHZ
6 	 24 	 384 	 66.66666666666667 MHZ
6 	 24 	 385 	 66.84027777777779 MHZ
6 	 24 	 386 	 67.01388888888889 MHZ
6 	 24 	 387 	 67.1875 MHZ
6 	 24 	 388 	 67.36111111111111 MHZ
6 	 24 	 389 	 67.53472222222221 MHZ
6 	 24 	 390 	 67.70833333333333 MHZ
6 	 24 	 391 	 67.88194444444444 MHZ
6 	 24 	 392 	 68.05555555555556 MHZ
6 	 24 	 393 	 68.22916666666667 MHZ
6 	 24 	 394 	 68.40277777777779 MHZ
6 	 24 	 395 	 68.57638888888889 MHZ
6 	 24 	 396 	 68.75 MHZ
6 	 24 	 397 	 68.92361111111111 MHZ
6 	 24 	 398 	 69.09722222222221 MHZ
6 	 24 	 399 	 69.27083333333333 MHZ
6 	 24 	 400 	 69.44444444444444 MHZ
6 	 24 	 401 	 69.61805555555556 MHZ
6 	 24 	 402 	 69.79166666666667 MHZ
6 	 24 	 403 	 69.96527777777779 MHZ
6 	 24 	 404 	 70.13888888888889 MHZ
6 	 24 	 405 	 70.3125 MHZ
6 	 24 	 406 	 70.48611111111111 MHZ
6 	 24 	 407 	 70.65972222222221 MHZ
6 	 24 	 408 	 70.83333333333333 MHZ
6 	 24 	 409 	 71.00694444444444 MHZ
6 	 24 	 410 	 71.18055555555556 MHZ
6 	 24 	 411 	 71.35416666666667 MHZ
6 	 24 	 412 	 71.52777777777779 MHZ
6 	 24 	 413 	 71.70138888888889 MHZ
6 	 24 	 414 	 71.875 MHZ
6 	 25 	 192 	 32.0 MHZ
6 	 25 	 193 	 32.166666666666664 MHZ
6 	 25 	 194 	 32.333333333333336 MHZ
6 	 25 	 195 	 32.5 MHZ
6 	 25 	 196 	 32.666666666666664 MHZ
6 	 25 	 197 	 32.833333333333336 MHZ
6 	 25 	 198 	 33.0 MHZ
6 	 25 	 199 	 33.166666666666664 MHZ
6 	 25 	 200 	 33.333333333333336 MHZ
6 	 25 	 201 	 33.5 MHZ
6 	 25 	 202 	 33.666666666666664 MHZ
6 	 25 	 203 	 33.833333333333336 MHZ
6 	 25 	 204 	 34.0 MHZ
6 	 25 	 205 	 34.166666666666664 MHZ
6 	 25 	 206 	 34.333333333333336 MHZ
6 	 25 	 207 	 34.5 MHZ
6 	 25 	 208 	 34.666666666666664 MHZ
6 	 25 	 209 	 34.833333333333336 MHZ
6 	 25 	 210 	 35.0 MHZ
6 	 25 	 211 	 35.166666666666664 MHZ
6 	 25 	 212 	 35.333333333333336 MHZ
6 	 25 	 213 	 35.5 MHZ
6 	 25 	 214 	 35.666666666666664 MHZ
6 	 25 	 215 	 35.833333333333336 MHZ
6 	 25 	 216 	 36.0 MHZ
6 	 25 	 217 	 36.166666666666664 MHZ
6 	 25 	 218 	 36.333333333333336 MHZ
6 	 25 	 219 	 36.5 MHZ
6 	 25 	 220 	 36.666666666666664 MHZ
6 	 25 	 221 	 36.833333333333336 MHZ
6 	 25 	 222 	 37.0 MHZ
6 	 25 	 223 	 37.166666666666664 MHZ
6 	 25 	 224 	 37.333333333333336 MHZ
6 	 25 	 225 	 37.5 MHZ
6 	 25 	 226 	 37.666666666666664 MHZ
6 	 25 	 227 	 37.833333333333336 MHZ
6 	 25 	 228 	 38.0 MHZ
6 	 25 	 229 	 38.166666666666664 MHZ
6 	 25 	 230 	 38.333333333333336 MHZ
6 	 25 	 231 	 38.5 MHZ
6 	 25 	 232 	 38.666666666666664 MHZ
6 	 25 	 233 	 38.833333333333336 MHZ
6 	 25 	 234 	 39.0 MHZ
6 	 25 	 235 	 39.166666666666664 MHZ
6 	 25 	 236 	 39.333333333333336 MHZ
6 	 25 	 237 	 39.5 MHZ
6 	 25 	 238 	 39.666666666666664 MHZ
6 	 25 	 239 	 39.833333333333336 MHZ
6 	 25 	 240 	 40.0 MHZ
6 	 25 	 241 	 40.166666666666664 MHZ
6 	 25 	 242 	 40.333333333333336 MHZ
6 	 25 	 243 	 40.5 MHZ
6 	 25 	 244 	 40.666666666666664 MHZ
6 	 25 	 245 	 40.833333333333336 MHZ
6 	 25 	 246 	 41.0 MHZ
6 	 25 	 247 	 41.166666666666664 MHZ
6 	 25 	 248 	 41.333333333333336 MHZ
6 	 25 	 249 	 41.5 MHZ
6 	 25 	 250 	 41.666666666666664 MHZ
6 	 25 	 251 	 41.833333333333336 MHZ
6 	 25 	 252 	 42.0 MHZ
6 	 25 	 253 	 42.166666666666664 MHZ
6 	 25 	 254 	 42.333333333333336 MHZ
6 	 25 	 255 	 42.5 MHZ
6 	 25 	 256 	 42.666666666666664 MHZ
6 	 25 	 257 	 42.833333333333336 MHZ
6 	 25 	 258 	 43.0 MHZ
6 	 25 	 259 	 43.166666666666664 MHZ
6 	 25 	 260 	 43.333333333333336 MHZ
6 	 25 	 261 	 43.5 MHZ
6 	 25 	 262 	 43.666666666666664 MHZ
6 	 25 	 263 	 43.833333333333336 MHZ
6 	 25 	 264 	 44.0 MHZ
6 	 25 	 265 	 44.166666666666664 MHZ
6 	 25 	 266 	 44.333333333333336 MHZ
6 	 25 	 267 	 44.5 MHZ
6 	 25 	 268 	 44.666666666666664 MHZ
6 	 25 	 269 	 44.833333333333336 MHZ
6 	 25 	 270 	 45.0 MHZ
6 	 25 	 271 	 45.166666666666664 MHZ
6 	 25 	 272 	 45.333333333333336 MHZ
6 	 25 	 273 	 45.5 MHZ
6 	 25 	 274 	 45.666666666666664 MHZ
6 	 25 	 275 	 45.833333333333336 MHZ
6 	 25 	 276 	 46.0 MHZ
6 	 25 	 277 	 46.166666666666664 MHZ
6 	 25 	 278 	 46.333333333333336 MHZ
6 	 25 	 279 	 46.5 MHZ
6 	 25 	 280 	 46.666666666666664 MHZ
6 	 25 	 281 	 46.833333333333336 MHZ
6 	 25 	 282 	 47.0 MHZ
6 	 25 	 283 	 47.166666666666664 MHZ
6 	 25 	 284 	 47.333333333333336 MHZ
6 	 25 	 285 	 47.5 MHZ
6 	 25 	 286 	 47.666666666666664 MHZ
6 	 25 	 287 	 47.833333333333336 MHZ
6 	 25 	 288 	 48.0 MHZ
6 	 25 	 289 	 48.166666666666664 MHZ
6 	 25 	 290 	 48.333333333333336 MHZ
6 	 25 	 291 	 48.5 MHZ
6 	 25 	 292 	 48.666666666666664 MHZ
6 	 25 	 293 	 48.833333333333336 MHZ
6 	 25 	 294 	 49.0 MHZ
6 	 25 	 295 	 49.166666666666664 MHZ
6 	 25 	 296 	 49.333333333333336 MHZ
6 	 25 	 297 	 49.5 MHZ
6 	 25 	 298 	 49.666666666666664 MHZ
6 	 25 	 299 	 49.833333333333336 MHZ
6 	 25 	 300 	 50.0 MHZ
6 	 25 	 301 	 50.166666666666664 MHZ
6 	 25 	 302 	 50.333333333333336 MHZ
6 	 25 	 303 	 50.5 MHZ
6 	 25 	 304 	 50.666666666666664 MHZ
6 	 25 	 305 	 50.833333333333336 MHZ
6 	 25 	 306 	 51.0 MHZ
6 	 25 	 307 	 51.166666666666664 MHZ
6 	 25 	 308 	 51.333333333333336 MHZ
6 	 25 	 309 	 51.5 MHZ
6 	 25 	 310 	 51.666666666666664 MHZ
6 	 25 	 311 	 51.833333333333336 MHZ
6 	 25 	 312 	 52.0 MHZ
6 	 25 	 313 	 52.166666666666664 MHZ
6 	 25 	 314 	 52.333333333333336 MHZ
6 	 25 	 315 	 52.5 MHZ
6 	 25 	 316 	 52.666666666666664 MHZ
6 	 25 	 317 	 52.833333333333336 MHZ
6 	 25 	 318 	 53.0 MHZ
6 	 25 	 319 	 53.166666666666664 MHZ
6 	 25 	 320 	 53.333333333333336 MHZ
6 	 25 	 321 	 53.5 MHZ
6 	 25 	 322 	 53.666666666666664 MHZ
6 	 25 	 323 	 53.833333333333336 MHZ
6 	 25 	 324 	 54.0 MHZ
