Enter Input Clock in MHZ
Enable boundary check? (y/n)
P	M	N	CLK
8 	 22 	 326 	 46.30681818181818 MHZ
8 	 22 	 327 	 46.44886363636363 MHZ
8 	 22 	 328 	 46.59090909090909 MHZ
8 	 22 	 329 	 46.73295454545455 MHZ
8 	 22 	 330 	 46.875 MHZ
8 	 22 	 331 	 47.01704545454545 MHZ
8 	 22 	 332 	 47.15909090909091 MHZ
8 	 22 	 333 	 47.30113636363637 MHZ
8 	 22 	 334 	 47.44318181818182 MHZ
8 	 22 	 335 	 47.58522727272727 MHZ
8 	 22 	 336 	 47.72727272727273 MHZ
8 	 22 	 337 	 47.86931818181818 MHZ
8 	 22 	 338 	 48.01136363636363 MHZ
8 	 22 	 339 	 48.15340909090909 MHZ
8 	 22 	 340 	 48.29545454545455 MHZ
8 	 22 	 341 	 48.4375 MHZ
8 	 22 	 342 	 48.57954545454545 MHZ
8 	 22 	 343 	 48.72159090909091 MHZ
8 	 22 	 344 	 48.86363636363637 MHZ
8 	 22 	 345 	 49.00568181818182 MHZ
8 	 22 	 346 	 49.14772727272727 MHZ
8 	 22 	 347 	 49.28977272727273 MHZ
8 	 22 	 348 	 49.43181818181818 MHZ
8 	 22 	 349 	 49.57386363636363 MHZ
8 	 22 	 350 	 49.71590909090909 MHZ
8 	 22 	 351 	 49.85795454545455 MHZ
8 	 22 	 352 	 50.0 MHZ
8 	 22 	 353 	 50.14204545454545 MHZ
8 	 22 	 354 	 50.28409090909091 MHZ
8 	 22 	 355 	 50.42613636363637 MHZ
8 	 22 	 356 	 50.56818181818182 MHZ
8 	 22 	 357 	 50.71022727272727 MHZ
8 	 22 	 358 	 50.85227272727273 MHZ
8 	 22 	 359 	 50.99431818181818 MHZ
8 	 22 	 360 	 51.13636363636363 MHZ
8 	 22 	 361 	 51.27840909090909 MHZ
8 	 22 	 362 	 51.42045454545455 MHZ
8 	 22 	 363 	 51.5625 MHZ
8 	 22 	 364 	 51.70454545454545 MHZ
8 	 22 	 365 	 51.84659090909091 MHZ
8 	 22 	 366 	 51.98863636363637 MHZ
8 	 22 	 367 	 52.13068181818182 MHZ
8 	 22 	 368 	 52.27272727272727 MHZ
8 	 22 	 369 	 52.41477272727273 MHZ
8 	 22 	 370 	 52.55681818181818 MHZ
8 	 22 	 371 	 52.69886363636363 MHZ
8 	 22 	 372 	 52.84090909090909 MHZ
8 	 22 	 373 	 52.98295454545455 MHZ
8 	 22 	 374 	 53.125 MHZ
8 	 22 	 375 	 53.26704545454545 MHZ
8 	 22 	 376 	 53.40909090909091 MHZ
8 	 22 	 377 	 53.55113636363637 MHZ
8 	 22 	 378 	 53.69318181818182 MHZ
8 	 22 	 379 	 53.83522727272727 MHZ
8 	 22 	 380 	 53.97727272727273 MHZ
8 	 23 	 192 	 26.08695652173913 MHZ
8 	 23 	 193 	 26.222826086956523 MHZ
8 	 23 	 194 	 26.358695652173914 MHZ
8 	 23 	 195 	 26.494565217391305 MHZ
8 	 23 	 196 	 26.630434782608695 MHZ
8 	 23 	 197 	 26.766304347826086 MHZ
8 	 23 	 198 	 26.902173913043477 MHZ
8 	 23 	 199 	 27.03804347826087 MHZ
8 	 23 	 200 	 27.17391304347826 MHZ
8 	 23 	 201 	 27.309782608695652 MHZ
8 	 23 	 202 	 27.445652173913043 MHZ
8 	 23 	 203 	 27.581521739130434 MHZ
8 	 23 	 204 	 27.717391304347824 MHZ
8 	 23 	 205 	 27.85326086956522 MHZ
8 	 23 	 206 	 27.98913043478261 MHZ
8 	 23 	 207 	 28.125 MHZ
8 	 23 	 208 	 28.26086956521739 MHZ
8 	 23 	 209 	 28.39673913043478 MHZ
8 	 23 	 210 	 28.532608695652176 MHZ
8 	 23 	 211 	 28.668478260869566 MHZ
8 	 23 	 212 	 28.804347826086957 MHZ
8 	 23 	 213 	 28.940217391304348 MHZ
8 	 23 	 214 	 29.07608695652174 MHZ
8 	 23 	 215 	 29.21195652173913 MHZ
8 	 23 	 216 	 29.347826086956523 MHZ
8 	 23 	 217 	 29.483695652173914 MHZ
8 	 23 	 218 	 29.619565217391305 MHZ
8 	 23 	 219 	 29.755434782608695 MHZ
8 	 23 	 220 	 29.891304347826086 MHZ
8 	 23 	 221 	 30.027173913043477 MHZ
8 	 23 	 222 	 30.16304347826087 MHZ
8 	 23 	 223 	 30.29891304347826 MHZ
8 	 23 	 224 	 30.434782608695652 MHZ
8 	 23 	 225 	 30.570652173913043 MHZ
8 	 23 	 226 	 30.706521739130434 MHZ
8 	 23 	 227 	 30.842391304347824 MHZ
8 	 23 	 228 	 30.97826086956522 MHZ
8 	 23 	 229 	 31.11413043478261 MHZ
8 	 23 	 230 	 31.25 MHZ
8 	 23 	 231 	 31.38586956521739 MHZ
8 	 23 	 232 	 31.52173913043478 MHZ
8 	 23 	 233 	 31.657608695652176 MHZ
8 	 23 	 234 	 31.793478260869566 MHZ
8 	 23 	 235 	 31.929347826086957 MHZ
8 	 23 	 236 	 32.06521739130435 MHZ
8 	 23 	 237 	 32.20108695652174 MHZ
8 	 23 	 238 	 32.33695652173913 MHZ
8 	 23 	 239 	 32.47282608695652 MHZ
8 	 23 	 240 	 32.608695652173914 MHZ
8 	 23 	 241 	 32.744565217391305 MHZ
8 	 23 	 242 	 32.880434782608695 MHZ
8 	 23 	 243 	 33.016304347826086 MHZ
8 	 23 	 244 	 33.15217391304348 MHZ
8 	 23 	 245 	 33.28804347826087 MHZ
8 	 23 	 246 	 33.42391304347826 MHZ
8 	 23 	 247 	 33.55978260869565 MHZ
8 	 23 	 248 	 33.69565217391305 MHZ
8 	 23 	 249 	 33.83152173913044 MHZ
8 	 23 	 250 	 33.96739130434783 MHZ
8 	 23 	 251 	 34.10326086956522 MHZ
8 	 23 	 252 	 34.23913043478261 MHZ
8 	 23 	 253 	 34.375 MHZ
8 	 23 	 254 	 34.51086956521739 MHZ
8 	 23 	 255 	 34.64673913043478 MHZ
8 	 23 	 256 	 34.78260869565217 MHZ
8 	 23 	 257 	 34.91847826086956 MHZ
8 	 23 	 258 	 35.05434782608695 MHZ
8 	 23 	 259 	 35.19021739130435 MHZ
8 	 23 	 260 	 35.32608695652174 MHZ
8 	 23 	 261 	 35.46195652173913 MHZ
8 	 23 	 262 	 35.59782608695652 MHZ
8 	 23 	 263 	 35.733695652173914 MHZ
8 	 23 	 264 	 35.869565217391305 MHZ
8 	 23 	 265 	 36.005434782608695 MHZ
8 	 23 	 266 	 36.141304347826086 MHZ
8 	 23 	 267 	 36.27717391304348 MHZ
8 	 23 	 268 	 36.41304347826087 MHZ
8 	 23 	 269 	 36.54891304347826 MHZ
8 	 23 	 270 	 36.68478260869565 MHZ
8 	 23 	 271 	 36.82065217391305 MHZ
8 	 23 	 272 	 36.95652173913044 MHZ
8 	 23 	 273 	 37.09239130434783 MHZ
8 	 23 	 274 	 37.22826086956522 MHZ
8 	 23 	 275 	 37.36413043478261 MHZ
8 	 23 	 276 	 37.5 MHZ
8 	 23 	 277 	 37.63586956521739 MHZ
8 	 23 	 278 	 37.77173913043478 MHZ
8 	 23 	 279 	 37.90760869565217 MHZ
8 	 23 	 280 	 38.04347826086956 MHZ
8 	 23 	 281 	 38.17934782608695 MHZ
8 	 23 	 282 	 38.31521739130435 MHZ
8 	 23 	 283 	 38.45108695652174 MHZ
8 	 23 	 284 	 38.58695652173913 MHZ
8 	 23 	 285 	 38.72282608695652 MHZ
8 	 23 	 286 	 38.858695652173914 MHZ
8 	 23 	 287 	 38.994565217391305 MHZ
8 	 23 	 288 	 39.130434782608695 MHZ
8 	 23 	 289 	 39.266304347826086 MHZ
8 	 23 	 290 	 39.40217391304348 MHZ
8 	 23 	 291 	 39.53804347826087 MHZ
8 	 23 	 292 	 39.67391304347826 MHZ
8 	 23 	 293 	 39.80978260869565 MHZ
8 	 23 	 294 	 39.94565217391305 MHZ
8 	 23 	 295 	 40.08152173913044 MHZ
8 	 23 	 296 	 40.21739130434783 MHZ
8 	 23 	 297 	 40.35326086956522 MHZ
8 	 23 	 298 	 40.48913043478261 MHZ
8 	 23 	 299 	 40.625 MHZ
8 	 23 	 300 	 40.76086956521739 MHZ
8 	 23 	 301 	 40.89673913043478 MHZ
8 	 23 	 302 	 41.03260869565217 MHZ
8 	 23 	 303 	 41.16847826086956 MHZ
8 	 23 	 304 	 41.30434782608695 MHZ
8 	 23 	 305 	 41.44021739130435 MHZ
8 	 23 	 306 	 41.57608695652174 MHZ
8 	 23 	 307 	 41.71195652173913 MHZ
8 	 23 	 308 	 41.84782608695652 MHZ
8 	 23 	 309 	 41.983695652173914 MHZ
8 	 23 	 310 	 42.119565217391305 MHZ
8 	 23 	 311 	 42.255434782608695 MHZ
8 	 23 	 312 	 42.391304347826086 MHZ
8 	 23 	 313 	 42.52717391304348 MHZ
8 	 23 	 314 	 42.66304347826087 MHZ
8 	 23 	 315 	 42.79891304347826 MHZ
8 	 23 	 316 	 42.93478260869565 MHZ
8 	 23 	 317 	 43.07065217391305 MHZ
8 	 23 	 318 	 43.20652173913044 MHZ
8 	 23 	 319 	 43.34239130434783 MHZ
8 	 23 	 320 	 43.47826086956522 MHZ
8 	 23 	 321 	 43.61413043478261 MHZ
8 	 23 	 322 	 43.75 MHZ
8 	 23 	 323 	 43.88586956521739 MHZ
8 	 23 	 324 	 44.02173913043478 MHZ
8 	 23 	 325 	 44.15760869565217 MHZ
8 	 23 	 326 	 44.29347826086956 MHZ
8 	 23 	 327 	 44.42934782608695 MHZ
8 	 23 	 328 	 44.56521739130435 MHZ
8 	 23 	 329 	 44.70108695652174 MHZ
8 	 23 	 330 	 44.83695652173913 MHZ
8 	 23 	 331 	 44.97282608695652 MHZ
8 	 23 	 332 	 45.108695652173914 MHZ
8 	 23 	 333 	 45.244565217391305 MHZ
8 	 23 	 334 	 45.380434782608695 MHZ
8 	 23 	 335 	 45.516304347826086 MHZ
8 	 23 	 336 	 45.65217391304348 MHZ
8 	 23 	 337 	 45.78804347826087 MHZ
8 	 23 	 338 	 45.92391304347826 MHZ
8 	 23 	 339 	 46.05978260869565 MHZ
8 	 23 	 340 	 46.19565217391305 MHZ
8 	 23 	 341 	 46.33152173913044 MHZ
8 	 23 	 342 	 46.46739130434783 MHZ
8 	 23 	 343 	 46.60326086956522 MHZ
8 	 23 	 344 	 46.73913043478261 MHZ
8 	 23 	 345 	 46.875 MHZ
8 	 23 	 346 	 47.01086956521739 MHZ
8 	 23 	 347 	 47.14673913043478 MHZ
8 	 23 	 348 	 47.28260869565217 MHZ
8 	 23 	 349 	 47.41847826086956 MHZ
8 	 23 	 350 	 47.55434782608695 MHZ
8 	 23 	 351 	 47.69021739130435 MHZ
8 	 23 	 352 	 47.82608695652174 MHZ
8 	 23 	 353 	 47.96195652173913 MHZ
8 	 23 	 354 	 48.09782608695652 MHZ
8 	 23 	 355 	 48.233695652173914 MHZ
8 	 23 	 356 	 48.369565217391305 MHZ
8 	 23 	 357 	 48.505434782608695 MHZ
8 	 23 	 358 	 48.641304347826086 MHZ
8 	 23 	 359 	 48.77717391304348 MHZ
8 	 23 	 360 	 48.91304347826087 MHZ
8 	 23 	 361 	 49.04891304347826 MHZ
8 	 23 	 362 	 49.18478260869565 MHZ
8 	 23 	 363 	 49.32065217391305 MHZ
8 	 23 	 364 	 49.45652173913044 MHZ
8 	 23 	 365 	 49.59239130434783 MHZ
8 	 23 	 366 	 49.72826086956522 MHZ
8 	 23 	 367 	 49.86413043478261 MHZ
8 	 23 	 368 	 50.0 MHZ
8 	 23 	 369 	 50.13586956521739 MHZ
8 	 23 	 370 	 50.27173913043478 MHZ
8 	 23 	 371 	 50.40760869565217 MHZ
8 	 23 	 372 	 50.54347826086956 MHZ
8 	 23 	 373 	 50.67934782608695 MHZ
8 	 23 	 374 	 50.81521739130435 MHZ
8 	 23 	 375 	 50.95108695652174 MHZ
8 	 23 	 376 	 51.08695652173913 MHZ
8 	 23 	 377 	 51.22282608695652 MHZ
8 	 23 	 378 	 51.358695652173914 MHZ
8 	 23 	 379 	 51.494565217391305 MHZ
8 	 23 	 380 	 51.630434782608695 MHZ
8 	 23 	 381 	 51.766304347826086 MHZ
8 	 23 	 382 	 51.90217391304348 MHZ
8 	 23 	 383 	 52.03804347826087 MHZ
8 	 23 	 384 	 52.17391304347826 MHZ
8 	 23 	 385 	 52.30978260869565 MHZ
8 	 23 	 386 	 52.44565217391305 MHZ
8 	 23 	 387 	 52.58152173913044 MHZ
8 	 23 	 388 	 52.71739130434783 MHZ
8 	 23 	 389 	 52.85326086956522 MHZ
8 	 23 	 390 	 52.98913043478261 MHZ
8 	 23 	 391 	 53.125 MHZ
8 	 23 	 392 	 53.26086956521739 MHZ
8 	 23 	 393 	 53.39673913043478 MHZ
8 	 23 	 394 	 53.53260869565217 MHZ
8 	 23 	 395 	 53.66847826086956 MHZ
8 	 23 	 396 	 53.80434782608695 MHZ
8 	 23 	 397 	 53.94021739130435 MHZ
8 	 24 	 192 	 25.0 MHZ
8 	 24 	 193 	 25.130208333333332 MHZ
8 	 24 	 194 	 25.260416666666668 MHZ
8 	 24 	 195 	 25.390625 MHZ
8 	 24 	 196 	 25.520833333333332 MHZ
8 	 24 	 197 	 25.651041666666668 MHZ
8 	 24 	 198 	 25.78125 MHZ
8 	 24 	 199 	 25.911458333333332 MHZ
8 	 24 	 200 	 26.041666666666668 MHZ
8 	 24 	 201 	 26.171875 MHZ
8 	 24 	 202 	 26.302083333333332 MHZ
8 	 24 	 203 	 26.432291666666668 MHZ
8 	 24 	 204 	 26.5625 MHZ
8 	 24 	 205 	 26.692708333333332 MHZ
8 	 24 	 206 	 26.822916666666668 MHZ
8 	 24 	 207 	 26.953125 MHZ
8 	 24 	 208 	 27.083333333333332 MHZ
8 	 24 	 209 	 27.213541666666668 MHZ
8 	 24 	 210 	 27.34375 MHZ
8 	 24 	 211 	 27.473958333333332 MHZ
8 	 24 	 212 	 27.604166666666668 MHZ
8 	 24 	 213 	 27.734375 MHZ
8 	 24 	 214 	 27.864583333333332 MHZ
8 	 24 	 215 	 27.994791666666668 MHZ
8 	 24 	 216 	 28.125 MHZ
8 	 24 	 217 	 28.255208333333332 MHZ
8 	 24 	 218 	 28.385416666666668 MHZ
8 	 24 	 219 	 28.515625 MHZ
8 	 24 	 220 	 28.645833333333332 MHZ
8 	 24 	 221 	 28.776041666666668 MHZ
8 	 24 	 222 	 28.90625 MHZ
8 	 24 	 223 	 29.036458333333332 MHZ
8 	 24 	 224 	 29.166666666666668 MHZ
8 	 24 	 225 	 29.296875 MHZ
8 	 24 	 226 	 29.427083333333332 MHZ
8 	 24 	 227 	 29.557291666666668 MHZ
8 	 24 	 228 	 29.6875 MHZ
8 	 24 	 229 	 29.817708333333332 MHZ
8 	 24 	 230 	 29.947916666666668 MHZ
8 	 24 	 231 	 30.078125 MHZ
8 	 24 	 232 	 30.208333333333332 MHZ
8 	 24 	 233 	 30.338541666666668 MHZ
8 	 24 	 234 	 30.46875 MHZ
8 	 24 	 235 	 30.598958333333332 MHZ
8 	 24 	 236 	 30.729166666666668 MHZ
8 	 24 	 237 	 30.859375 MHZ
8 	 24 	 238 	 30.989583333333332 MHZ
8 	 24 	 239 	 31.119791666666668 MHZ
8 	 24 	 240 	 31.25 MHZ
8 	 24 	 241 	 31.380208333333332 MHZ
8 	 24 	 242 	 31.510416666666668 MHZ
8 	 24 	 243 	 31.640625 MHZ
8 	 24 	 244 	 31.770833333333332 MHZ
8 	 24 	 245 	 31.901041666666668 MHZ
8 	 24 	 246 	 32.03125 MHZ
8 	 24 	 247 	 32.161458333333336 MHZ
8 	 24 	 248 	 32.291666666666664 MHZ
8 	 24 	 249 	 32.421875 MHZ
8 	 24 	 250 	 32.552083333333336 MHZ
8 	 24 	 251 	 32.682291666666664 MHZ
8 	 24 	 252 	 32.8125 MHZ
8 	 24 	 253 	 32.942708333333336 MHZ
8 	 24 	 254 	 33.072916666666664 MHZ
8 	 24 	 255 	 33.203125 MHZ
8 	 24 	 256 	 33.333333333333336 MHZ
8 	 24 	 257 	 33.463541666666664 MHZ
8 	 24 	 258 	 33.59375 MHZ
8 	 24 	 259 	 33.723958333333336 MHZ
8 	 24 	 260 	 33.854166666666664 MHZ
8 	 24 	 261 	 33.984375 MHZ
8 	 24 	 262 	 34.114583333333336 MHZ
8 	 24 	 263 	 34.244791666666664 MHZ
8 	 24 	 264 	 34.375 MHZ
8 	 24 	 265 	 34.505208333333336 MHZ
8 	 24 	 266 	 34.635416666666664 MHZ
8 	 24 	 267 	 34.765625 MHZ
8 	 24 	 268 	 34.895833333333336 MHZ
8 	 24 	 269 	 35.026041666666664 MHZ
8 	 24 	 270 	 35.15625 MHZ
8 	 24 	 271 	 35.286458333333336 MHZ
8 	 24 	 272 	 35.416666666666664 MHZ
8 	 24 	 273 	 35.546875 MHZ
8 	 24 	 274 	 35.677083333333336 MHZ
8 	 24 	 275 	 35.807291666666664 MHZ
8 	 24 	 276 	 35.9375 MHZ
8 	 24 	 277 	 36.067708333333336 MHZ
8 	 24 	 278 	 36.197916666666664 MHZ
8 	 24 	 279 	 36.328125 MHZ
8 	 24 	 280 	 36.458333333333336 MHZ
8 	 24 	 281 	 36.588541666666664 MHZ
8 	 24 	 282 	 36.71875 MHZ
8 	 24 	 283 	 36.848958333333336 MHZ
8 	 24 	 284 	 36.979166666666664 MHZ
8 	 24 	 285 	 37.109375 MHZ
8 	 24 	 286 	 37.239583333333336 MHZ
8 	 24 	 287 	 37.369791666666664 MHZ
8 	 24 	 288 	 37.5 MHZ
8 	 24 	 289 	 37.630208333333336 MHZ
8 	 24 	 290 	 37.760416666666664 MHZ
8 	 24 	 291 	 37.890625 MHZ
8 	 24 	 292 	 38.020833333333336 MHZ
8 	 24 	 293 	 38.151041666666664 MHZ
8 	 24 	 294 	 38.28125 MHZ
8 	 24 	 295 	 38.411458333333336 MHZ
8 	 24 	 296 	 38.541666666666664 MHZ
8 	 24 	 297 	 38.671875 MHZ
8 	 24 	 298 	 38.802083333333336 MHZ
8 	 24 	 299 	 38.932291666666664 MHZ
8 	 24 	 300 	 39.0625 MHZ
8 	 24 	 301 	 39.192708333333336 MHZ
8 	 24 	 302 	 39.322916666666664 MHZ
8 	 24 	 303 	 39.453125 MHZ
8 	 24 	 304 	 39.583333333333336 MHZ
8 	 24 	 305 	 39.713541666666664 MHZ
8 	 24 	 306 	 39.84375 MHZ
8 	 24 	 307 	 39.973958333333336 MHZ
8 	 24 	 308 	 40.104166666666664 MHZ
8 	 24 	 309 	 40.234375 MHZ
8 	 24 	 310 	 40.364583333333336 MHZ
8 	 24 	 311 	 40.494791666666664 MHZ
8 	 24 	 312 	 40.625 MHZ
8 	 24 	 313 	 40.755208333333336 MHZ
8 	 24 	 314 	 40.885416666666664 MHZ
8 	 24 	 315 	 41.015625 MHZ
8 	 24 	 316 	 41.145833333333336 MHZ
8 	 24 	 317 	 41.276041666666664 MHZ
8 	 24 	 318 	 41.40625 MHZ
8 	 24 	 319 	 41.536458333333336 MHZ
8 	 24 	 320 	 41.666666666666664 MHZ
8 	 24 	 321 	 41.796875 MHZ
8 	 24 	 322 	 41.927083333333336 MHZ
8 	 24 	 323 	 42.057291666666664 MHZ
8 	 24 	 324 	 42.1875 MHZ
8 	 24 	 325 	 42.317708333333336 MHZ
8 	 24 	 326 	 42.447916666666664 MHZ
8 	 24 	 327 	 42.578125 MHZ
8 	 24 	 328 	 42.708333333333336 MHZ
8 	 24 	 329 	 42.838541666666664 MHZ
8 	 24 	 330 	 42.96875 MHZ
8 	 24 	 331 	 43.098958333333336 MHZ
8 	 24 	 332 	 43.229166666666664 MHZ
8 	 24 	 333 	 43.359375 MHZ
8 	 24 	 334 	 43.489583333333336 MHZ
8 	 24 	 335 	 43.619791666666664 MHZ
8 	 24 	 336 	 43.75 MHZ
8 	 24 	 337 	 43.880208333333336 MHZ
8 	 24 	 338 	 44.010416666666664 MHZ
8 	 24 	 339 	 44.140625 MHZ
8 	 24 	 340 	 44.270833333333336 MHZ
8 	 24 	 341 	 44.401041666666664 MHZ
8 	 24 	 342 	 44.53125 MHZ
8 	 24 	 343 	 44.661458333333336 MHZ
8 	 24 	 344 	 44.791666666666664 MHZ
8 	 24 	 345 	 44.921875 MHZ
8 	 24 	 346 	 45.052083333333336 MHZ
8 	 24 	 347 	 45.182291666666664 MHZ
8 	 24 	 348 	 45.3125 MHZ
8 	 24 	 349 	 45.442708333333336 MHZ
8 	 24 	 350 	 45.572916666666664 MHZ
8 	 24 	 351 	 45.703125 MHZ
8 	 24 	 352 	 45.833333333333336 MHZ
8 	 24 	 353 	 45.963541666666664 MHZ
8 	 24 	 354 	 46.09375 MHZ
8 	 24 	 355 	 46.223958333333336 MHZ
8 	 24 	 356 	 46.354166666666664 MHZ
8 	 24 	 357 	 46.484375 MHZ
8 	 24 	 358 	 46.614583333333336 MHZ
8 	 24 	 359 	 46.744791666666664 MHZ
8 	 24 	 360 	 46.875 MHZ
8 	 24 	 361 	 47.005208333333336 MHZ
8 	 24 	 362 	 47.135416666666664 MHZ
8 	 24 	 363 	 47.265625 MHZ
8 	 24 	 364 	 47.395833333333336 MHZ
8 	 24 	 365 	 47.526041666666664 MHZ
8 	 24 	 366 	 47.65625 MHZ
8 	 24 	 367 	 47.786458333333336 MHZ
8 	 24 	 368 	 47.916666666666664 MHZ
8 	 24 	 369 	 48.046875 MHZ
8 	 24 	 370 	 48.177083333333336 MHZ
8 	 24 	 371 	 48.307291666666664 MHZ
8 	 24 	 372 	 48.4375 MHZ
8 	 24 	 373 	 48.567708333333336 MHZ
8 	 24 	 374 	 48.697916666666664 MHZ
8 	 24 	 375 	 48.828125 MHZ
8 	 24 	 376 	 48.958333333333336 MHZ
8 	 24 	 377 	 49.088541666666664 MHZ
8 	 24 	 378 	 49.21875 MHZ
8 	 24 	 379 	 49.348958333333336 MHZ
8 	 24 	 380 	 49.479166666666664 MHZ
8 	 24 	 381 	 49.609375 MHZ
8 	 24 	 382 	 49.739583333333336 MHZ
8 	 24 	 383 	 49.869791666666664 MHZ
8 	 24 	 384 	 50.0 MHZ
8 	 24 	 385 	 50.130208333333336 MHZ
8 	 24 	 386 	 50.260416666666664 MHZ
8 	 24 	 387 	 50.390625 MHZ
8 	 24 	 388 	 50.520833333333336 MHZ
8 	 24 	 389 	 50.651041666666664 MHZ
8 	 24 	 390 	 50.78125 MHZ
8 	 24 	 391 	 50.911458333333336 MHZ
8 	 24 	 392 	 51.041666666666664 MHZ
8 	 24 	 393 	 51.171875 MHZ
8 	 24 	 394 	 51.302083333333336 MHZ
8 	 24 	 395 	 51.432291666666664 MHZ
8 	 24 	 396 	 51.5625 MHZ
8 	 24 	 397 	 51.692708333333336 MHZ
8 	 24 	 398 	 51.822916666666664 MHZ
8 	 24 	 399 	 51.953125 MHZ
8 	 24 	 400 	 52.083333333333336 MHZ
8 	 24 	 401 	 52.213541666666664 MHZ
8 	 24 	 402 	 52.34375 MHZ
8 	 24 	 403 	 52.473958333333336 MHZ
8 	 24 	 404 	 52.604166666666664 MHZ
8 	 24 	 405 	 52.734375 MHZ
8 	 24 	 406 	 52.864583333333336 MHZ
8 	 24 	 407 	 52.994791666666664 MHZ
8 	 24 	 408 	 53.125 MHZ
8 	 24 	 409 	 53.255208333333336 MHZ
8 	 24 	 410 	 53.385416666666664 MHZ
8 	 24 	 411 	 53.515625 MHZ
8 	 24 	 412 	 53.645833333333336 MHZ
8 	 24 	 413 	 53.776041666666664 MHZ
8 	 24 	 414 	 53.90625 MHZ
8 	 25 	 192 	 24.0 MHZ
8 	 25 	 193 	 24.125 MHZ
8 	 25 	 194 	 24.25 MHZ
8 	 25 	 195 	 24.375 MHZ
8 	 25 	 196 	 24.5 MHZ
8 	 25 	 197 	 24.625 MHZ
8 	 25 	 198 	 24.75 MHZ
8 	 25 	 199 	 24.875 MHZ
8 	 25 	 200 	 25.0 MHZ
8 	 25 	 201 	 25.125 MHZ
8 	 25 	 202 	 25.25 MHZ
8 	 25 	 203 	 25.375 MHZ
8 	 25 	 204 	 25.5 MHZ
8 	 25 	 205 	 25.625 MHZ
8 	 25 	 206 	 25.75 MHZ
8 	 25 	 207 	 25.875 MHZ
8 	 25 	 208 	 26.0 MHZ
8 	 25 	 209 	 26.125 MHZ
8 	 25 	 210 	 26.25 MHZ
8 	 25 	 211 	 26.375 MHZ
8 	 25 	 212 	 26.5 MHZ
8 	 25 	 213 	 26.625 MHZ
8 	 25 	 214 	 26.75 MHZ
8 	 25 	 215 	 26.875 MHZ
8 	 25 	 216 	 27.0 MHZ
8 	 25 	 217 	 27.125 MHZ
8 	 25 	 218 	 27.25 MHZ
8 	 25 	 219 	 27.375 MHZ
8 	 25 	 220 	 27.5 MHZ
8 	 25 	 221 	 27.625 MHZ
8 	 25 	 222 	 27.75 MHZ
8 	 25 	 223 	 27.875 MHZ
8 	 25 	 224 	 28.0 MHZ
8 	 25 	 225 	 28.125 MHZ
8 	 25 	 226 	 28.25 MHZ
8 	 25 	 227 	 28.375 MHZ
8 	 25 	 228 	 28.5 MHZ
8 	 25 	 229 	 28.625 MHZ
8 	 25 	 230 	 28.75 MHZ
8 	 25 	 231 	 28.875 MHZ
8 	 25 	 232 	 29.0 MHZ
8 	 25 	 233 	 29.125 MHZ
8 	 25 	 234 	 29.25 MHZ
8 	 25 	 235 	 29.375 MHZ
8 	 25 	 236 	 29.5 MHZ
8 	 25 	 237 	 29.625 MHZ
8 	 25 	 238 	 29.75 MHZ
8 	 25 	 239 	 29.875 MHZ
8 	 25 	 240 	 30.0 MHZ
8 	 25 	 241 	 30.125 MHZ
8 	 25 	 242 	 30.25 MHZ
8 	 25 	 243 	 30.375 MHZ
8 	 25 	 244 	 30.5 MHZ
8 	 25 	 245 	 30.625 MHZ
8 	 25 	 246 	 30.75 MHZ
8 	 25 	 247 	 30.875 MHZ
8 	 25 	 248 	 31.0 MHZ
8 	 25 	 249 	 31.125 MHZ
8 	 25 	 250 	 31.25 MHZ
8 	 25 	 251 	 31.375 MHZ
8 	 25 	 252 	 31.5 MHZ
8 	 25 	 253 	 31.625 MHZ
8 	 25 	 254 	 31.75 MHZ
8 	 25 	 255 	 31.875 MHZ
8 	 25 	 256 	 32.0 MHZ
8 	 25 	 257 	 32.125 MHZ
8 	 25 	 258 	 32.25 MHZ
8 	 25 	 259 	 32.375 MHZ
8 	 25 	 260 	 32.5 MHZ
8 	 25 	 261 	 32.625 MHZ
8 	 25 	 262 	 32.75 MHZ
8 	 25 	 263 	 32.875 MHZ
8 	 25 	 264 	 33.0 MHZ
8 	 25 	 265 	 33.125 MHZ
8 	 25 	 266 	 33.25 MHZ
8 	 25 	 267 	 33.375 MHZ
8 	 25 	 268 	 33.5 MHZ
8 	 25 	 269 	 33.625 MHZ
8 	 25 	 270 	 33.75 MHZ
8 	 25 	 271 	 33.875 MHZ
8 	 25 	 272 	 34.0 MHZ
8 	 25 	 273 	 34.125 MHZ
8 	 25 	 274 	 34.25 MHZ
8 	 25 	 275 	 34.375 MHZ
8 	 25 	 276 	 34.5 MHZ
8 	 25 	 277 	 34.625 MHZ
8 	 25 	 278 	 34.75 MHZ
8 	 25 	 279 	 34.875 MHZ
8 	 25 	 280 	 35.0 MHZ
8 	 25 	 281 	 35.125 MHZ
8 	 25 	 282 	 35.25 MHZ
8 	 25 	 283 	 35.375 MHZ
8 	 25 	 284 	 35.5 MHZ
8 	 25 	 285 	 35.625 MHZ
8 	 25 	 286 	 35.75 MHZ
8 	 25 	 287 	 35.875 MHZ
8 	 25 	 288 	 36.0 MHZ
8 	 25 	 289 	 36.125 MHZ
8 	 25 	 290 	 36.25 MHZ
8 	 25 	 291 	 36.375 MHZ
8 	 25 	 292 	 36.5 MHZ
8 	 25 	 293 	 36.625 MHZ
